0.046721533,0.128209412,-0.060028333,-0.268140048
-0.033656098,0.168027118,0.110399485,0.071315467
-0.294874012,0.253804058,0.067825362,0.04828297
-0.358525604,-0.076322608,0.17531766,-0.128423646
0.261498272,-0.034725279,-0.086629972,-0.174773633
0.138776839,-0.242924541,-0.215409264,-0.332204998
-0.266399294,0.274324179,0.259687424,-0.07913696
-0.125896499,-0.067417614,0.150072128,-0.09740483
-0.313411504,-0.03033917,0.150701076,0.162845224
0.210966393,0.29409197,0.143121243,-0.184811741
-0.239304498,-0.240699589,-0.14703916,-0.204740793
-0.334487289,-0.110902384,-0.209699512,0.00348461
0.251866907,-0.070139103,0.089172088,-0.24882251
-0.012678322,0.228300601,0.13474451,-0.289229989
-0.175140589,0.183115736,0.158362582,0.252449065
-0.152240917,0.211428627,0.205944613,-0.295310497
-0.209607795,0.20737797,-0.14941147,-0.26113975
-0.32633695,-0.058951836,-0.183568269,0.229802728
-0.278920323,0.040637035,0.015260495,-0.071972027
0.202750877,-0.294480532,0.150700495,0.147702575
-0.126382172,0.013767513,-0.261209846,-0.118258305
0.05298993,0.042230729,-0.128499612,0.067050397
-0.11653927,-0.260773063,0.262496412,-0.093960308
-0.085265331,0.089454815,0.114300646,-0.13929145
-0.255350411,-0.144798487,0.055130575,0.180970758
0.254373342,-0.167614251,0.293981284,0.094409257
0.084140331,0.133342117,-0.018632885,-0.177427307
-0.275017947,0.127640292,-0.068442449,-0.123841241
0.189475894,0.091033153,0.06779062,0.180308893
-0.040188629,-0.015239337,-0.117813803,0.023934426
0.02051867,-0.265189737,-0.081846491,-0.003787733
0.287775695,0.127842292,0.288924813,-0.022895399
0.255540997,-0.297654837,-0.132561311,-0.012029329
-0.278843045,-0.041952379,-0.268428773,0.086086527
0.2070719,-0.299475014,0.008284791,0.148295179
0.217708901,0.186940551,0.098440461,0.010225422
0.054985859,-0.154899016,-0.200624853,-0.210065141
0.105545565,0.011995008,-0.214415997,0.211820647
-0.172961488,-0.157609954,-0.089928724,-0.224842981
-0.334784478,-0.164150327,-0.013104847,-0.13440305
-0.102811418,-0.216698095,-0.158501565,0.018881762
0.21470879,-0.039528143,0.22300002,0.199429676
-0.232932791,0.173681468,-0.21104227,0.072454326
0.226799116,0.151629701,-0.029785901,-0.153919667
0.043868247,-0.105258837,-0.280529022,0.095579334
-0.205164924,0.275493115,0.105586432,0.132453129
-0.047336534,-0.151135355,-0.189829156,-0.077937819
0.122939058,0.205189422,0.123209015,0.181461334
0.250698328,-0.213457942,0.095663965,-0.026036663
-0.263802022,-0.069631658,-0.252467871,0.203792706
0.276205778,0.282521456,-0.215451688,-0.076412715
0.107755594,0.062236737,0.232117146,-0.162576422
-0.27657336,0.17798458,0.213442042,-0.169857591
0.149867982,0.074717432,0.267662644,-0.129829139
-0.214078918,-0.038472768,-0.195405006,0.213702425
-0.051617112,0.037291355,0.2831164,0.010366522
-0.055006463,0.129883125,-0.242917135,-0.177104428
0.06740877,-0.05508168,0.002444793,0.116464503
0.28662622,-0.26349777,-0.016715659,-0.123069637
-0.210371271,-0.157492012,-0.111935526,-0.014166814
0.002213306,0.224825472,-0.090902142,-0.123387985
-0.045719229,-0.123003788,-0.103656523,-0.100562826
-0.162960008,0.11649859,-0.210925639,0.004238212
-0.154514059,-0.00763566,0.001146615,0.241536885
